Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,Density,dHmix,dSmix,Tm,ASD,END,VEC,Phase,,,
0.1275,0,0,0.3529,0.1765,0,0.3235,0.0196,0,0,0,0,0,0,6.9249,-10.8754,11.4608,1592.4915,5.550761911,0.1489,7.6961,FCC + Im,0.055507619,5.550761911,1.3058281
0.15,0,0,0.3,0.2,0,0.35,0,0,0,0,0,0,0,6.8706,-11.33,11.1005,1560.5,5.423557397,0.1508,7.75,FCC + Im,0.054235574,5.423557397,1.3088
0.14,0,0,0.33,0.19,0,0.34,0,0,0,0,0,0,0,6.9311,-10.56,11.0038,1573.03,5.393118654,0.1496,7.76,FCC + Im,0.053931187,5.393118654,1.30575
0.14,0,0,0.29,0.19,0,0.38,0,0,0,0,0,0,0,6.9153,-10.9216,10.954,1561.35,5.316103858,0.1513,7.72,FCC + Im,0.053161039,5.316103858,1.31011
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,0.053519567,5.351956687,1.3027
0.13,0,0,0.31,0.18,0,0.38,0,0,0,0,0,0,0,6.9721,-10.222,10.8474,1570.96,5.270017825,0.1506,7.72,FCC + Im,0.052700178,5.270017825,1.30815
0.12,0,0,0.33,0.17,0,0.38,0,0,0,0,0,0,0,7.0293,-9.5192,10.719,1580.57,5.218919898,0.1499,7.72,FCC + Im,0.052189199,5.218919898,1.30619
0.11,0,0,0.34,0.16,0,0.39,0,0,0,0,0,0,0,7.0828,-8.8868,10.5597,1587.26,5.146793324,0.1496,7.71,FCC + Im,0.051467933,5.146793324,1.30532
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,0.053519567,5.351956687,1.3027
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,0.053519567,5.351956687,1.3027
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,0.053519567,5.351956687,1.3027
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,0.053519567,5.351956687,1.3027
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,0.053519567,5.351956687,1.3027
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,0.053519567,5.351956687,1.3027
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,0.053519567,5.351956687,1.3027
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,0.053519567,5.351956687,1.3027
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,0.053519567,5.351956687,1.3027
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,0.037576797,3.757679695,1.2599298
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,0.037576797,3.757679695,1.2599298
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,0.037576797,3.757679695,1.2599298
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,0.037576797,3.757679695,1.2599298
0,0.1,0.1,0.5,0,0,0.3,0,0,0,0,0,0,0,7.7601,-0.92,9.7136,1756,3.833181374,0.1321,7.6,FCC + Im,0.038331814,3.833181374,1.2755
0,0.1,0.1,0.5,0,0,0.3,0,0,0,0,0,0,0,7.7601,-0.92,9.7136,1756,3.833181374,0.1321,7.6,FCC + Im,0.038331814,3.833181374,1.2755
0,0.2,0.2,0.34,0.06,0,0.2,0,0,0,0,0,0,0,7.8895,-2.5472,12.4822,1812.82,3.302527895,0.1292,7.72,FCC + Im,0.033025279,3.302527895,1.2667
0,0.125,0.125,0.5,0,0,0.25,0,0,0,0,0,0,0,7.8319,-1.76,11.0764,1778.75,3.624469663,0.1247,7.625,FCC + Im,0.036244697,3.624469663,1.2705
0.08,0.17,0.17,0.17,0.33,0.08,0,0,0,0,0,0,0,0,7.7363,-5.1292,13.9157,1732.55,3.985354213,0.1081,8.57,FCC + Im,0.039853542,3.985354213,1.26395
0.08,0.17,0.17,0.17,0.33,0.08,0,0,0,0,0,0,0,0,7.7363,-5.1292,13.9157,1732.55,3.985354213,0.1081,8.57,FCC + Im,0.039853542,3.985354213,1.26395
0.08,0.17,0.17,0.17,0.33,0.08,0,0,0,0,0,0,0,0,7.7363,-5.1292,13.9157,1732.55,3.985354213,0.1081,8.57,FCC + Im,0.039853542,3.985354213,1.26395
0.08,0.17,0.17,0.17,0.33,0.08,0,0,0,0,0,0,0,0,7.7363,-5.1292,13.9157,1732.55,3.985354213,0.1081,8.57,FCC + Im,0.039853542,3.985354213,1.26395
0.037,0.1852,0.1852,0.1852,0.3704,0.037,0,0,0,0,0,0,0,0,8.0484,-4.5322,12.8782,1791.385,2.823115188,0.1008,8.5926,FCC + Im,0.028231152,2.823115188,1.2546216
0.0566,0,0.1887,0.1887,0.3774,0.1887,0,0,0,0,0,0,0,0,7.87,-7.01,12.26,1714.284,3.449239565,0.11,8.8311,FCC + Im,0.034492396,3.449239565,1.2623132
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,0.056554624,5.655462385,1.2783
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,0.056554624,5.655462385,1.2783
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,0.056554624,5.655462385,1.2783
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,0.056554624,5.655462385,1.2783
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,0.056554624,5.655462385,1.2783
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,0.056554624,5.655462385,1.2783
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,0.056554624,5.655462385,1.2783
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,0.056554624,5.655462385,1.2783
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,0.056554624,5.655462385,1.2783
0.0364,0.2727,0.1818,0.1818,0.2727,0,0,0.0545,0,0,0,0,0,0,7.7336,-10.0298,13.3678,1818.696,4.630316499,0.1169,8.1629,FCC + Im,0.046303165,4.630316499,1.2654177
0.0364,0.2727,0.1818,0.1818,0.2727,0,0,0.0545,0,0,0,0,0,0,7.7336,-10.0298,13.3678,1818.696,4.630316499,0.1169,8.1629,FCC + Im,0.046303165,4.630316499,1.2654177
0.0364,0.2727,0.1818,0.1818,0.2727,0,0,0.0545,0,0,0,0,0,0,7.7336,-10.0298,13.3678,1818.696,4.630316499,0.1169,8.1629,FCC + Im,0.046303165,4.630316499,1.2654177
0.0364,0.2727,0.1818,0.1818,0.2727,0,0,0.0545,0,0,0,0,0,0,7.7336,-10.0298,13.3678,1818.696,4.630316499,0.1169,8.1629,FCC + Im,0.046303165,4.630316499,1.2654177
0.0364,0.2727,0.1818,0.1818,0.2727,0,0,0.0545,0,0,0,0,0,0,7.7336,-10.0298,13.3678,1818.696,4.630316499,0.1169,8.1629,FCC + Im,0.046303165,4.630316499,1.2654177
0.0364,0.2727,0.1818,0.1818,0.2727,0,0,0.0545,0,0,0,0,0,0,7.7336,-10.0298,13.3678,1818.696,4.630316499,0.1169,8.1629,FCC + Im,0.046303165,4.630316499,1.2654177
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,0.037576797,3.757679695,1.2599298
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,0.037576797,3.757679695,1.2599298
0,0.2083,0.2083,0.2083,0.2083,0,0,0.1667,0,0,0,0,0,0,7.58,-6.75,14.87,1883.1341,6.261039124,0.13,7.5407,FCC + Im,0.062610391,6.261039124,1.2825075
0,0.1818,0.1818,0.1818,0.1818,0.1818,0,0.0909,0,0,0,0,0,0,7.8417,-3.7025,14.698,1784.4852,4.82242989,0.1224,8.3628,FCC + Im,0.048224299,4.82242989,1.2718728
0,0.2,0.2,0.2,0.2,0,0,0.2,0,0,0,0,0,0,7.43,-8.44,14.9,1885.6,6.680561833,0.14,7.4,FCC + Im,0.066805618,6.680561833,1.2898
0,0.26,0.185,0.185,0.185,0,0.185,0,0,0,0,0,0,0,8.0881,-4.1144,13.2941,1798.71,3.165958789,0.1364,8.075,FCC + Im,0.031659588,3.165958789,1.26617
0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,8.03,-4.16,13.38,1801.2,3.269463577,0.14,8,FCC + Im,0.032694636,3.269463577,1.2674
0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,8.17,-3.75,11.53,1871.75,0.302115885,0.1,8.25,FCC + Im,0.003021159,0.302115885,1.24675
0.098,0,0.1765,0.1961,0.4902,0,0,0,0.0392,0,0,0,0,0,7.4289,-10.9973,11.0561,1763.9803,4.443969945,0.1189,8.3138,FCC + Im,0.044439699,4.443969945,1.266521
0.098,0,0.1765,0.1961,0.4902,0,0,0,0.0392,0,0,0,0,0,7.4289,-10.9973,11.0561,1763.9803,4.443969945,0.1189,8.3138,FCC + Im,0.044439699,4.443969945,1.266521
0,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0.0698,0,0,0,8.3744,-4.1536,12.826,1943.5624,2.377862665,0.1273,8.0946,FCC + Im,0.023778627,2.377862665,1.2551136
0,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0.0698,0,0,0,8.3744,-4.1536,12.826,1943.5624,2.377862665,0.1273,8.0946,FCC + Im,0.023778627,2.377862665,1.2551136
0,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0.0698,0,0,0,8.3744,-4.1536,12.826,1943.5624,2.377862665,0.1273,8.0946,FCC + Im,0.023778627,2.377862665,1.2551136
0.1639,0.1639,0.1639,0.1639,0.3443,0,0,0,0,0,0,0,0,0,7.08,-11.94,12.91,1691.7965,5.380762195,0.12,8.1961,FCC + Im,0.053807622,5.380762195,1.2768525
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,0.037576797,3.757679695,1.2599298
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,0.037576797,3.757679695,1.2599298
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,0.037576797,3.757679695,1.2599298
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,0.037576797,3.757679695,1.2599298
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,0.053519567,5.351956687,1.3027
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,0.053519567,5.351956687,1.3027
0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,6.9921,-9.798,10.8715,1585.56,5.351956687,0.1482,7.77,FCC + Im,0.053519567,5.351956687,1.3027
0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,6.4826,-13.4844,11.2968,1515.32,5.708363976,0.1475,7.61,FCC + Im,0.05708364,5.708363976,1.31798
0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,6.4826,-13.4844,11.2968,1515.32,5.708363976,0.1475,7.61,FCC + Im,0.05708364,5.708363976,1.31798
0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,6.4826,-13.4844,11.2968,1515.32,5.708363976,0.1475,7.61,FCC + Im,0.05708364,5.708363976,1.31798
0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,6.4826,-13.4844,11.2968,1515.32,5.708363976,0.1475,7.61,FCC + Im,0.05708364,5.708363976,1.31798
0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,6.4826,-13.4844,11.2968,1515.32,5.708363976,0.1475,7.61,FCC + Im,0.05708364,5.708363976,1.31798
0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,6.4826,-13.4844,11.2968,1515.32,5.708363976,0.1475,7.61,FCC + Im,0.05708364,5.708363976,1.31798
0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,6.4826,-13.4844,11.2968,1515.32,5.708363976,0.1475,7.61,FCC + Im,0.05708364,5.708363976,1.31798
0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,6.4826,-13.4844,11.2968,1515.32,5.708363976,0.1475,7.61,FCC + Im,0.05708364,5.708363976,1.31798
0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,6.4826,-13.4844,11.2968,1515.32,5.708363976,0.1475,7.61,FCC + Im,0.05708364,5.708363976,1.31798
0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,6.4826,-13.4844,11.2968,1515.32,5.708363976,0.1475,7.61,FCC + Im,0.05708364,5.708363976,1.31798
0,0.2381,0.2381,0.2381,0.2381,0,0,0.0476,0,0,0,0,0,0,7.9264,-7.3469,12.5692,1875.0463,3.657757419,0.1116,8.0477,FCC + Im,0.036577574,3.657757419,1.2569959
0,0.2381,0.2381,0.2381,0.2381,0,0,0.0476,0,0,0,0,0,0,7.9264,-7.3469,12.5692,1875.0463,3.657757419,0.1116,8.0477,FCC + Im,0.036577574,3.657757419,1.2569959
0,0.2381,0.2381,0.2381,0.2381,0,0,0.0476,0,0,0,0,0,0,7.9264,-7.3469,12.5692,1875.0463,3.657757419,0.1116,8.0477,FCC + Im,0.036577574,3.657757419,1.2569959
0,0.2381,0.2381,0.2381,0.2381,0,0,0.0476,0,0,0,0,0,0,7.9264,-7.3469,12.5692,1875.0463,3.657757419,0.1116,8.0477,FCC + Im,0.036577574,3.657757419,1.2569959
0,0.2381,0.2381,0.2381,0.2381,0,0,0.0476,0,0,0,0,0,0,7.9264,-7.3469,12.5692,1875.0463,3.657757419,0.1116,8.0477,FCC + Im,0.036577574,3.657757419,1.2569959
0,0.2381,0.2381,0.2381,0.2381,0,0,0.0476,0,0,0,0,0,0,7.9264,-7.3469,12.5692,1875.0463,3.657757419,0.1116,8.0477,FCC + Im,0.036577574,3.657757419,1.2569959
0.075,0.1333,0.1333,0.1333,0.45,0,0,0.075,0,0,0,0,0,0,7.432,-14.6367,12.9193,1760.852,5.632254727,0.1291,8.3159,FCC + Im,0.056322547,5.632254727,1.2764253
0.075,0.1333,0.1333,0.1333,0.45,0,0,0.075,0,0,0,0,0,0,7.432,-14.6367,12.9193,1760.852,5.632254727,0.1291,8.3159,FCC + Im,0.056322547,5.632254727,1.2764253
0.075,0.1333,0.1333,0.1333,0.45,0,0,0.075,0,0,0,0,0,0,7.432,-14.6367,12.9193,1760.852,5.632254727,0.1291,8.3159,FCC + Im,0.056322547,5.632254727,1.2764253
0.075,0.1333,0.1333,0.1333,0.45,0,0,0.075,0,0,0,0,0,0,7.432,-14.6367,12.9193,1760.852,5.632254727,0.1291,8.3159,FCC + Im,0.056322547,5.632254727,1.2764253
0.075,0.1333,0.1333,0.1333,0.45,0,0,0.075,0,0,0,0,0,0,7.432,-14.6367,12.9193,1760.852,5.632254727,0.1291,8.3159,FCC + Im,0.056322547,5.632254727,1.2764253
0,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0.0698,0,0,0,8.3744,-4.1536,12.826,1943.5624,2.377862665,0.1273,8.0946,FCC + Im,0.023778627,2.377862665,1.2551136
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,0.037576797,3.757679695,1.2599298
0.1,0.21,0.18,0.36,0.15,0,0,0,0,0,0,0,0,0,7.3724,-7.5744,12.6298,1768.14,4.429915505,0.1031,7.95,FCC + Im,0.044299155,4.429915505,1.26439
0.1,0.21,0.18,0.36,0.15,0,0,0,0,0,0,0,0,0,7.3724,-7.5744,12.6298,1768.14,4.429915505,0.1031,7.95,FCC + Im,0.044299155,4.429915505,1.26439
0.1,0.21,0.18,0.36,0.15,0,0,0,0,0,0,0,0,0,7.3724,-7.5744,12.6298,1768.14,4.429915505,0.1031,7.95,FCC + Im,0.044299155,4.429915505,1.26439
0.1,0.21,0.18,0.36,0.15,0,0,0,0,0,0,0,0,0,7.3724,-7.5744,12.6298,1768.14,4.429915505,0.1031,7.95,FCC + Im,0.044299155,4.429915505,1.26439
0.1,0.21,0.18,0.36,0.15,0,0,0,0,0,0,0,0,0,7.3724,-7.5744,12.6298,1768.14,4.429915505,0.1031,7.95,FCC + Im,0.044299155,4.429915505,1.26439
0.1,0.21,0.18,0.36,0.15,0,0,0,0,0,0,0,0,0,7.3724,-7.5744,12.6298,1768.14,4.429915505,0.1031,7.95,FCC + Im,0.044299155,4.429915505,1.26439
0.1,0.21,0.18,0.36,0.15,0,0,0,0,0,0,0,0,0,7.3724,-7.5744,12.6298,1768.14,4.429915505,0.1031,7.95,FCC + Im,0.044299155,4.429915505,1.26439
0.1,0.21,0.18,0.36,0.15,0,0,0,0,0,0,0,0,0,7.3724,-7.5744,12.6298,1768.14,4.429915505,0.1031,7.95,FCC + Im,0.044299155,4.429915505,1.26439
0.1,0.21,0.18,0.36,0.15,0,0,0,0,0,0,0,0,0,7.3724,-7.5744,12.6298,1768.14,4.429915505,0.1031,7.95,FCC + Im,0.044299155,4.429915505,1.26439
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,0.037576797,3.757679695,1.2599298
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,0.037576797,3.757679695,1.2599298
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,0.037576797,3.757679695,1.2599298
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,0.037576797,3.757679695,1.2599298
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,0.037576797,3.757679695,1.2599298
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,0.037576797,3.757679695,1.2599298
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,0.037576797,3.757679695,1.2599298
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,0.037576797,3.757679695,1.2599298
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,0.037576797,3.757679695,1.2599298
0.0698,0.2326,0.2326,0.2326,0.2326,0,0,0,0,0,0,0,0,0,7.64,-7.27,12.83,1806.545,3.757679695,0.11,8.0946,FCC + Im,0.037576797,3.757679695,1.2599298
0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,8.04,2.72,13.38,1719.2,3.197741982,0.14,8.4,FCC + Im,0.03197742,3.197741982,1.2728
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,0.056554624,5.655462385,1.2783
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,0.056554624,5.655462385,1.2783
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,0.056554624,5.655462385,1.2783
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,0.056554624,5.655462385,1.2783
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,0.056554624,5.655462385,1.2783
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,0.056554624,5.655462385,1.2783
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,0.056554624,5.655462385,1.2783
0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,7.3886,-13.9748,13.3036,1719.89,5.655462385,0.1224,8.37,FCC + Im,0.056554624,5.655462385,1.2783
0.095,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0.005,0,7.4749,-14.2653,13.4687,1727.725,5.828183,0.1269,8.36,FCC + Im,0.05828183,5.828183,1.27903
0.095,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0.005,0,7.4749,-14.2653,13.4687,1727.725,5.828183,0.1269,8.36,FCC + Im,0.05828183,5.828183,1.27903
0.095,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0.005,0,7.4749,-14.2653,13.4687,1727.725,5.828183,0.1269,8.36,FCC + Im,0.05828183,5.828183,1.27903
0.095,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0.005,0,7.4749,-14.2653,13.4687,1727.725,5.828183,0.1269,8.36,FCC + Im,0.05828183,5.828183,1.27903
0.095,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0.005,0,7.4749,-14.2653,13.4687,1727.725,5.828183,0.1269,8.36,FCC + Im,0.05828183,5.828183,1.27903
0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,8.0258,-4.16,13.38,1801.2,3.269463577,0.14,8,FCC + Im,0.032694636,3.269463577,1.2674
0.07,0.2867,0,0.2867,0.2867,0,0,0.07,0,0,0,0,0,0,7.3793,-13.9161,12.0295,1722.6696,5.499085231,0.1337,8.4409,FCC + Im,0.054990852,5.499085231,1.2742646
0.08,0.2867,0,0.2867,0.2867,0,0,0.06,0,0,0,0,0,0,7.3563,-13.6862,12.0175,1712.5896,5.44192731,0.1326,8.4609,FCC + Im,0.054419273,5.44192731,1.2739646
0.2,0,0.2,0,0,0,0,0.2,0,0.2,0.2,0,0,0,6.57,-13.6,13.38,2138.4,5.494041973,0.23,5.4,FCC,0.05494042,5.494041973,1.387
0.2,0,0.2,0,0,0,0,0.2,0,0.2,0.2,0,0,0,6.57,-13.6,13.38,2138.4,5.494041973,0.23,5.4,FCC,0.05494042,5.494041973,1.387
0.2,0,0.2,0,0,0,0,0.2,0,0.2,0.2,0,0,0,6.57,-13.6,13.38,2138.4,5.494041973,0.23,5.4,FCC,0.05494042,5.494041973,1.387
0.2,0,0.2,0,0,0,0,0.2,0,0.2,0.2,0,0,0,6.57,-13.6,13.38,2138.4,5.494041973,0.23,5.4,FCC,0.05494042,5.494041973,1.387
0.2,0,0.2,0,0,0,0,0.2,0,0.2,0.2,0,0,0,6.57,-13.6,13.38,2138.4,5.494041973,0.23,5.4,FCC,0.05494042,5.494041973,1.387
0,0.3333,0,0.3333,0.3333,0,0,0,0,0,0,0,0,0,8.54,-1.33,9.13,1768.8504,0.327816062,0.03,8.9991,FCC,0.003278161,0.327816062,1.2458754
0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,8.17,-3.75,11.53,1871.75,0.302115885,0.1,8.25,FCC,0.003021159,0.302115885,1.24675
0,0.2222,0.2222,0.2222,0.2222,0,0,0.1111,0,0,0,0,0,0,7.8417,-17.0579,14.698,1879.2838,5.331311985,0.1224,7.777,FCC,0.05331312,5.331311985,1.2705396
0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,8.0258,-4.16,13.38,1801.2,3.269463577,0.14,8,FCC,0.032694636,3.269463577,1.2674
0,0.1905,0.1905,0.1905,0.1905,0,0.1905,0,0.0476,0,0,0,0,0,7.9179,-5.2971,14.3361,1819.5265,3.287355653,0.1381,7.858,FCC,0.032873557,3.287355653,1.2698401
0,0.1818,0.1818,0.1818,0.1818,0,0.1818,0,0.0909,0,0,0,0,0,7.8215,-6.2149,14.698,1835.7528,3.295181474,0.1376,7.7265,FCC,0.032951815,3.295181474,1.271691
0,0.3333,0.3333,0,0.3333,0,0,0,0,0,0,0,0,0,8.28,-4.89,9.13,1891.8381,0.164871709,0.11,8.3325,FCC,0.001648717,0.164871709,1.2485418
0.0909,0.1818,0.1818,0.1818,0.1818,0.1818,0,0,0,0,0,0,0,0,7.62,-1.52,14.7,1692.858,4.16942833,0.11,8.5446,FCC,0.041694283,4.16942833,1.2691458
0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,8.0258,-4.16,13.38,1801.2,3.269463577,0.14,8,FCC,0.032694636,3.269463577,1.2674
